47,130.8280183136463,130.6062635612758,0.2217547523704866,133.3664723770693,-2.538454063422989,-2.760208815793476
52,130.4598304152489,131.2196432981188,-0.7598128828699657,133.3664723770693,-2.906641961820441,-2.146829078950475
57,133.8374312400818,131.8330230349618,2.004408205120001,133.3664723770693,0.4709588630124983,-1.533449342107502
62,131.5802058815956,132.4464027718048,-0.8661968902091814,133.3664723770693,-1.786266495473683,-0.9200696052645014
67,131.9505455493927,133.0597825086478,-1.109236959255071,133.3664723770693,-1.4159268276766,-0.3066898684215289
72,133.6299416650087,133.6731622454908,-0.04322058048211375,133.3664723770693,0.2634692879393583,0.3066898684214721
77,133.2970597863197,134.2865419823337,-0.9894821960140234,133.3664723770693,-0.06941259074957884,0.9200696052644446
82,136.2675307273865,134.8999217191767,1.36760900820974,133.3664723770693,2.901058350317186,1.533449342107446
87,136.7146313428879,135.5133014560197,1.201329886868166,133.3664723770693,3.348158965818584,2.146829078950418
92,135.0995288491249,136.1266811928627,-1.027152343737811,133.3664723770693,1.733056472055608,2.760208815793419
